City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
453,Takoradi,GH,4.8845,-1.7554,79.39,85,26,9.86,light rain
454,Conakry,GN,9.538,-13.6773,81.16,75,0,11.83,clear sky
455,Cooma,AU,-36.2333,149.1333,57.2,88,1,10.36,clear sky
456,Severo-Kurilsk,RU,50.6789,156.125,18.61,90,94,11.18,light snow
457,Terney,RU,45.0503,136.6092,16.95,87,100,4.36,light snow
458,Honningsvag,NO,70.9821,25.9704,17.6,67,100,23.02,overcast clouds
459,Chaumont,FR,48.1167,5.1333,42.01,94,100,8.01,overcast clouds
460,Mount Gambier,AU,-37.8333,140.7667,46.4,93,91,3.44,overcast clouds
461,Richards Bay,ZA,-28.783,32.0377,74.82,87,0,2.91,clear sky
462,Tigil,RU,57.8,158.6667,8.64,96,100,5.41,snow
463,Teknaf,BD,20.8624,92.3058,65.95,70,54,7.4,broken clouds
464,Sesheke,ZM,-17.4759,24.2968,70.92,92,81,4.32,moderate rain
465,Quixeramobim,BR,-5.1992,-39.2928,90.77,40,85,6.38,overcast clouds
466,Portland,US,45.5234,-122.6762,55.99,94,100,4.0,overcast clouds
467,Marsa Matruh,EG,31.3525,27.2453,62.6,51,0,11.5,clear sky
468,Sorata,BO,-15.7667,-68.6333,55.94,66,99,9.93,light rain
469,Oskemen,KZ,49.9565,82.6119,24.8,68,90,11.18,light snow
470,Aksarka,RU,66.5606,67.7975,-5.94,86,0,6.24,clear sky
471,Artyom,AZ,40.4723,50.333,44.6,100,90,4.61,light rain
472,Sovetskiy,RU,61.3614,63.5842,-17.23,86,79,3.47,broken clouds
473,Cozumel,MX,20.5083,-86.9458,79.0,78,75,10.36,light rain
474,Zhanaozen,KZ,43.3,52.8,28.78,94,70,9.75,broken clouds
475,Nadvoitsy,RU,63.8667,34.3167,-1.23,93,75,12.62,broken clouds
476,Najran,SA,17.4924,44.1277,53.6,47,0,1.41,clear sky
477,Yulara,AU,-25.2406,130.9889,78.8,24,0,5.75,clear sky
478,Hermiston,US,45.8404,-119.2895,54.0,87,75,6.91,light rain
479,Goderich,CA,43.7501,-81.7165,32.0,86,100,3.44,overcast clouds
480,Hot Springs,US,34.5037,-93.0552,50.0,43,1,3.69,clear sky
481,Pangnirtung,CA,66.1451,-65.7125,3.2,92,90,4.61,light snow
482,Kapustin Yar,RU,48.5831,45.7372,25.52,91,100,4.85,overcast clouds
483,Shingu,JP,33.7333,135.9833,33.66,91,3,6.22,clear sky
484,Komsomolskiy,UZ,40.4272,71.7189,33.8,60,100,4.61,mist
485,Klaksvik,FO,62.2266,-6.589,32.0,74,100,2.3,overcast clouds
486,Yuanping,CN,38.7153,112.7575,21.47,73,0,4.25,clear sky
487,Pocone,BR,-16.2567,-56.6228,94.75,40,62,1.99,broken clouds
488,Ales,FR,44.1333,4.0833,46.4,57,0,11.5,clear sky
489,Nelson Bay,AU,-32.7167,152.15,69.01,88,0,11.59,clear sky
490,Lashio,MM,22.9333,97.75,55.15,80,99,1.16,overcast clouds
491,Grootfontein,NA,-19.5667,18.1167,68.0,94,100,1.14,light rain
492,Saint-Augustin,CA,51.226,-58.6502,19.9,84,68,5.5,broken clouds
493,Qasigiannguit,GL,68.8193,-51.1922,17.6,79,75,2.3,snow
494,Roswell,US,34.0232,-84.3616,44.01,87,90,11.5,overcast clouds
495,Itirucu,BR,-13.5317,-40.1503,72.9,88,3,8.03,light rain
496,Solginskiy,RU,61.05,41.3428,-20.74,87,74,4.99,broken clouds
497,Ormara,PK,25.2088,64.6357,69.13,33,31,0.11,scattered clouds
498,Mlandizi,TZ,-6.7,38.7333,80.6,83,40,13.8,scattered clouds
499,Khani,GE,41.9563,42.9566,55.4,71,90,18.41,overcast clouds
500,Sim,RU,54.993,57.6982,-2.94,90,100,0.67,overcast clouds
501,Ryomgard,DK,56.3843,10.503,35.6,87,40,12.66,scattered clouds
502,Pacific Grove,US,36.6177,-121.9166,57.0,71,20,4.61,few clouds
503,Tanggu,CN,39.0211,117.6469,28.4,40,0,4.47,haze
504,Imelda,PH,7.65,123.95,77.14,83,99,4.03,overcast clouds
505,Makubetsu,JP,45.3714,141.8211,26.53,98,100,8.52,light snow
506,Galle,LK,6.0367,80.217,77.67,81,93,12.95,heavy intensity rain
507,Sur,OM,22.5667,59.5289,66.0,53,0,7.63,clear sky
508,Cockburn Town,TC,21.4612,-71.1419,82.4,65,40,13.8,light rain
509,Binay,PH,13.5028,122.5975,74.14,78,56,13.51,broken clouds
510,High Level,CA,58.5169,-117.136,12.2,100,75,2.3,broken clouds
511,Lazaro Cardenas,MX,17.9583,-102.2,84.22,44,0,8.3,clear sky
512,Campina Verde,BR,-19.5356,-49.4864,81.45,69,100,2.57,light rain
513,Nisia Floresta,BR,-6.0911,-35.2086,80.6,78,40,9.22,scattered clouds
514,Sao Filipe,CV,14.8961,-24.4956,70.95,71,18,13.33,few clouds
515,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,85.42,76,33,1.68,light rain
516,Los Llanos De Aridane,ES,28.6585,-17.9182,60.8,72,40,6.91,scattered clouds
517,Fort Morgan,US,40.2503,-103.8,41.0,33,1,11.5,clear sky
518,Mulchen,CL,-37.7167,-72.2333,78.8,19,0,13.8,clear sky
519,Eydhafushi,MV,5.1033,73.0708,80.6,78,100,19.48,overcast clouds
520,Melito Di Porto Salvo,IT,37.9222,15.7714,51.8,62,40,11.5,scattered clouds
521,Semey,KZ,50.4111,80.2275,18.05,93,100,13.89,overcast clouds
522,Spokane,US,47.6166,-117.3677,42.01,93,90,17.27,moderate rain
523,Sakaiminato,JP,35.55,133.2333,33.8,93,75,5.75,broken clouds
524,Katy,US,29.7858,-95.8244,51.01,57,90,1.39,overcast clouds
525,Castilho,BR,-20.8722,-51.4875,91.27,46,100,2.59,light rain
526,Vozuca,BA,44.3614,18.3578,30.2,100,90,1.14,mist
527,Hamilton,US,39.1834,-84.5333,33.01,69,90,13.8,overcast clouds
528,Pochutla,MX,15.7432,-96.4661,89.6,43,40,8.05,scattered clouds
529,Asbe Teferi,ET,9.0833,40.8667,57.42,60,0,2.42,clear sky
530,Finale Ligure,IT,44.1695,8.3436,41.0,86,0,3.44,clear sky
531,Ler,SS,8.3018,30.1418,78.85,18,0,5.08,clear sky
532,Polis,CY,35.0367,32.4264,66.2,63,0,14.97,clear sky
533,Ellsworth,US,44.5434,-68.4195,36.0,69,90,5.75,overcast clouds
534,Catamarca,AR,-28.4696,-65.7852,81.0,67,18,8.01,few clouds
535,Brae,GB,60.3964,-1.353,37.4,81,40,12.66,scattered clouds
536,Sombrio,BR,-29.1139,-49.6167,77.83,81,97,7.05,overcast clouds
537,Homer,US,59.6425,-151.5483,34.0,93,1,4.61,clear sky
538,Capim Grosso,BR,-11.3811,-40.0128,88.29,44,85,10.47,overcast clouds
539,Caconda,AO,-13.7333,15.0667,62.74,64,100,6.49,overcast clouds
540,Barabinsk,RU,55.3571,78.357,-14.76,86,99,13.04,overcast clouds
541,Tilichiki,RU,60.4667,166.1,-22.65,85,71,8.93,broken clouds
542,Manggar,ID,-2.8833,108.2667,77.76,89,100,11.5,moderate rain
543,Payo,ID,-3.7508,103.6372,72.19,97,100,4.14,light rain
544,Hami,CN,42.8,93.45,15.85,81,6,3.74,clear sky
545,Tateyama,JP,34.9833,139.8667,33.8,93,20,3.44,mist
546,Jiuquan,CN,39.7432,98.5174,21.83,65,54,2.8,broken clouds
547,Fuyu,CN,45.1833,124.8167,2.39,94,94,7.18,overcast clouds
548,Makokou,GA,0.5738,12.8642,71.46,92,0,2.66,clear sky
549,Paralimni,CY,35.0375,33.9833,64.99,88,0,4.61,clear sky
550,San Policarpo,PH,12.1791,125.5072,78.49,88,100,17.92,overcast clouds
551,Buxar,IN,25.5833,83.9833,47.71,62,0,5.57,clear sky
552,Maragogi,BR,-9.0122,-35.2225,80.49,73,43,12.8,scattered clouds
553,Coromandel,BR,-18.4733,-47.2003,77.34,81,99,3.74,overcast clouds
554,Nemuro,JP,43.3236,145.575,32.54,97,99,14.88,overcast clouds
555,Susanville,US,40.4163,-120.653,39.99,75,75,5.01,broken clouds
556,Plettenberg Bay,ZA,-34.0527,23.3716,70.3,92,95,15.7,light rain
557,Muleba,TZ,-1.8397,31.6544,69.8,88,20,1.79,few clouds
558,Aras,ES,42.5617,-2.356,39.99,75,40,9.22,scattered clouds
559,Bonfim,BR,3.0833,-59.95,87.8,66,40,13.8,scattered clouds
560,Makat,KZ,47.6469,53.3463,10.78,94,1,7.87,clear sky
561,La Paz,BO,-16.5,-68.15,50.0,81,75,4.61,moderate rain
562,Zamora,EC,-4.0692,-78.9567,82.4,42,75,9.22,light rain
563,Henties Bay,NA,-22.116,14.2845,70.0,85,100,6.24,overcast clouds
564,Mogok,MM,22.9167,96.5,53.55,100,98,3.4,moderate rain
565,Kieta,PG,-6.2167,155.6333,79.14,80,100,3.36,overcast clouds
566,Marsh Harbour,BS,26.5412,-77.0636,75.02,72,99,4.36,overcast clouds
567,Lafayette,US,30.2335,-92.0668,48.99,49,1,12.66,clear sky
568,Boa Vista,BR,2.8197,-60.6733,87.8,48,75,11.5,broken clouds
569,Yvetot,FR,49.6174,0.7581,46.0,94,88,1.01,overcast clouds
570,Bilibino,RU,68.0546,166.4372,-25.74,78,22,5.55,few clouds
571,Filingue,NE,14.3521,3.3168,78.82,15,0,10.38,clear sky
572,Soyo,AO,-6.1349,12.3689,79.18,78,1,9.71,clear sky
573,Praya,CV,14.9215,-23.5087,73.4,64,75,18.41,broken clouds
574,Alta Floresta,BR,-9.8756,-56.0861,77.0,100,75,5.75,light rain
575,Sawakin,SD,19.1059,37.3321,77.86,64,0,8.32,clear sky
576,Tutoia,BR,-2.7619,-42.2744,87.8,66,40,14.97,scattered clouds
577,La Union,PE,-5.4,-80.75,87.84,41,0,19.48,clear sky
578,Shahr-E Babak,IR,30.1165,55.1186,39.49,57,20,2.51,few clouds
579,Chandler,US,33.3062,-111.8412,64.0,17,1,1.72,clear sky
580,Ngunguru,NZ,-35.6167,174.5,66.99,92,13,4.0,few clouds
581,Nouadhibou,MR,20.931,-17.0347,68.0,60,0,10.36,clear sky
582,Joao Camara,BR,-5.5375,-35.8197,75.2,94,75,6.91,broken clouds
583,Vardo,NO,70.3705,31.1107,8.6,66,20,18.41,few clouds
584,Phalaborwa,ZA,-23.943,31.1411,78.8,69,0,2.3,clear sky
585,Saint-Paul,RE,-21.0096,55.2707,78.8,94,75,13.8,broken clouds
586,Paita,PE,-5.0892,-81.1144,87.8,45,0,18.41,clear sky
587,Zubtsov,RU,56.1753,34.5894,16.14,97,100,6.44,overcast clouds
588,Jaciara,BR,-15.9653,-54.9683,87.69,55,42,4.59,scattered clouds
589,Abha,SA,18.2164,42.5053,50.0,76,40,7.2,scattered clouds
590,Gawler,AU,-34.6,138.7333,64.0,51,85,7.0,overcast clouds
591,Lishan,CN,31.8576,113.2951,36.1,82,0,4.92,clear sky
592,Garowe,SO,8.4054,48.4845,69.24,49,0,16.58,clear sky
593,Bull Savanna,JM,17.8868,-77.5902,78.58,75,97,11.3,overcast clouds
594,Kuching,MY,1.55,110.3333,75.2,100,40,8.05,moderate rain
595,Kalmar,SE,56.6616,16.3616,30.99,100,20,4.61,few clouds
596,Brownsville,US,25.9018,-97.4975,51.8,54,90,12.66,overcast clouds
597,Phan Thiet,VN,10.9333,108.1,65.52,76,0,7.16,clear sky
598,Pietersburg,ZA,-23.9045,29.4688,71.6,68,0,8.05,clear sky
599,Tatarsk,RU,55.219,75.9828,-11.72,87,100,14.34,overcast clouds
600,Sibu,MY,2.3,111.8167,77.0,94,40,2.3,light rain
601,Takaka,NZ,-40.85,172.8,63.0,85,0,1.01,clear sky
602,Lamesa,US,32.7376,-101.951,37.99,75,1,8.05,clear sky
603,Camacha,PT,33.0833,-16.3333,57.2,58,40,10.36,scattered clouds
604,Royan,FR,45.6285,-1.0281,50.0,100,90,11.5,drizzle
605,Ugoofaaru,MV,5.6667,73.0,80.17,81,100,21.18,moderate rain
606,Beloha,MG,-25.1667,45.05,75.83,82,4,12.06,clear sky
607,Ratnagiri,IN,16.9833,73.3,78.96,60,19,4.34,few clouds
608,Kiama,AU,-34.6833,150.8667,70.0,93,8,3.0,clear sky
609,Champerico,GT,14.3,-91.9167,91.4,55,0,9.22,clear sky
610,Ilhabela,BR,-23.7781,-45.3581,81.91,77,79,2.39,broken clouds
611,Mapimi,MX,25.8167,-103.85,48.2,49,1,5.3,clear sky
612,Anan,JP,33.9167,134.65,32.0,93,40,3.44,scattered clouds
613,Itoman,JP,26.1247,127.6694,55.4,58,75,14.97,broken clouds
614,Kjollefjord,NO,70.9457,27.3465,14.0,52,0,13.8,clear sky
615,Taoudenni,ML,22.6783,-3.9836,64.8,26,99,12.41,overcast clouds
616,Lakeway,US,30.3638,-97.9796,51.01,57,1,4.61,clear sky
617,Gigmoto,PH,13.7796,124.39,75.6,81,95,15.41,overcast clouds
618,Ostrovnoy,RU,68.0531,39.5131,3.83,90,0,18.92,clear sky
619,Shenjiamen,CN,29.9576,122.298,44.15,61,0,16.62,clear sky
620,Ciudad Bolivar,VE,8.1222,-63.5497,86.85,52,98,9.42,overcast clouds
621,Jardim,BR,-21.4803,-56.1381,94.78,41,62,2.17,broken clouds
622,Belyy Yar,RU,53.6039,91.3903,-11.2,77,0,4.47,light snow
623,Marquette,US,46.5333,-87.6335,30.0,78,100,4.0,overcast clouds
624,Moron,AR,-34.6534,-58.6198,82.0,20,0,1.99,clear sky
625,Tura,IN,25.5198,90.2201,56.89,48,0,2.77,clear sky
626,Palmer,US,42.1584,-72.3287,37.99,56,75,6.91,broken clouds
627,North Bend,US,43.4065,-124.2243,59.0,88,90,13.8,overcast clouds
628,Provideniya,RU,64.3833,-173.3,-11.16,83,68,10.09,broken clouds
629,Bodden Town,KY,19.2833,-81.25,84.2,74,40,13.8,scattered clouds
630,Gazipur,BD,23.9981,90.423,68.0,77,40,4.61,haze
631,Bukoba,TZ,-1.3317,31.8122,69.8,88,20,2.55,few clouds
632,Bongandanga,CD,1.5,21.05,76.39,44,18,1.74,few clouds
633,Coruripe,BR,-10.1256,-36.1756,81.07,73,57,15.55,broken clouds
634,Dodoma,TZ,-6.1722,35.7395,69.8,94,75,3.6,broken clouds
635,Carauari,BR,-4.8828,-66.8958,89.42,54,24,3.65,few clouds
636,Las Vegas,US,36.175,-115.1372,54.0,22,1,3.44,clear sky
637,Whitehorse,CA,60.7161,-135.0538,21.2,93,90,4.99,light snow
638,The Valley,AI,18.217,-63.0578,84.2,58,40,14.97,scattered clouds
639,Lerwick,GB,60.1545,-1.1494,37.4,81,40,12.66,scattered clouds
640,Dickinson,US,29.4608,-95.0513,51.01,53,75,8.05,broken clouds
641,Shakawe,BW,-18.3667,21.85,75.63,70,87,3.91,light rain
642,Mahibadhoo,MV,3.7833,72.9667,81.97,70,100,19.01,overcast clouds
643,Siklos,HU,45.855,18.2975,30.2,93,0,6.91,clear sky
644,Sawankhalok,TH,17.316,99.8319,57.49,58,0,8.32,clear sky
645,Zhuhai,CN,22.2769,113.5678,48.2,56,0,4.61,clear sky
646,Shangrao,CN,28.4532,117.9686,33.98,79,0,1.77,clear sky
647,Osoyoos,CA,49.0331,-119.4524,37.4,93,100,8.05,overcast clouds
648,Luanda,AO,-8.8368,13.2343,78.8,78,20,6.91,few clouds
649,Tiarei,PF,-17.5333,-149.3333,84.0,69,75,5.75,light rain
650,Bay Roberts,CA,47.5999,-53.2648,32.0,78,100,8.43,overcast clouds
651,Bima,ID,-8.4667,118.7167,78.21,85,100,3.65,overcast clouds
652,Baherden,TM,38.4362,57.4316,38.32,70,0,5.95,clear sky
653,Cam Ranh,VN,11.9214,109.1591,69.8,73,40,13.8,scattered clouds
654,Ligayan,PH,4.6533,119.4706,79.83,82,100,16.96,overcast clouds
655,Paka,MY,4.6374,103.4368,73.4,94,100,10.36,overcast clouds
656,Jatiroto,ID,-7.8833,111.1167,75.18,87,100,1.43,overcast clouds
657,General Roca,AR,-39.0333,-67.5833,78.8,24,0,5.75,clear sky
658,Hasaki,JP,35.7333,140.8333,32.0,100,20,3.44,fog
659,Tambacounda,SN,13.7539,-13.7586,87.8,16,0,6.91,clear sky
660,Yumen,CN,40.2833,97.2,19.83,66,46,24.85,scattered clouds
661,Pokhara,NP,28.2333,83.9833,49.98,71,1,2.57,clear sky
662,Vung Tau,VN,10.346,107.0843,72.45,74,0,9.17,clear sky
663,Tecoanapa,MX,16.5167,-98.75,82.96,59,0,9.55,clear sky
664,Bendigo,AU,-36.7667,144.2833,54.0,50,0,3.87,clear sky
665,Boralday,KZ,43.3578,76.8594,32.0,59,90,4.47,smoke
666,Giyani,ZA,-23.3025,30.7187,78.84,53,0,4.61,clear sky
667,Fond Du Lac,US,43.775,-88.4388,32.0,80,90,5.75,overcast clouds
668,Thyboron,DK,56.6985,8.2124,37.99,84,53,1.01,broken clouds
669,Kudahuvadhoo,MV,2.6708,72.8944,81.82,69,100,14.67,overcast clouds
670,Surt,LY,31.2089,16.5887,60.66,62,99,25.03,overcast clouds
671,Dergachi,RU,51.2328,48.7659,10.06,96,76,4.0,broken clouds
672,Nara,JP,34.6851,135.8049,34.0,69,3,4.14,clear sky
673,Kamenka,RU,51.3223,42.7678,5.76,95,0,3.85,clear sky
674,Mykolayivka,UA,47.5414,30.7561,28.47,92,100,8.97,overcast clouds
675,Vytegra,RU,61.0064,36.4481,-14.87,88,51,11.34,broken clouds
676,Ossora,RU,59.2353,163.0719,-6.68,74,32,3.38,scattered clouds
677,Thunder Bay,CA,48.4001,-89.3168,30.99,74,40,5.75,scattered clouds
678,Dingli,MT,35.8614,14.3822,50.0,81,40,12.66,scattered clouds
679,Yar-Sale,RU,66.8333,70.8333,-0.22,91,97,13.53,overcast clouds
680,Takefu,JP,35.9039,136.1669,35.6,87,75,9.22,broken clouds
