City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Tynda,RU,2021-01-09 22:02:22,55.1667,124.7167,-14.96,84,100,3.42
277,Elat,IL,2021-01-09 22:00:00,29.5581,34.9482,62.6,48,0,6.91
278,Luanda,AO,2021-01-09 22:01:40,-8.8368,13.2343,77.0,83,20,4.61
279,Dasoguz,TM,2021-01-09 22:02:22,41.8363,59.9666,26.6,63,100,11.5
280,Pevek,RU,2021-01-09 21:58:25,69.7008,170.3133,-23.35,88,50,2.44
281,Kerchevskiy,RU,2021-01-09 22:02:22,59.946,56.2884,6.8,95,86,3.49
282,Along,IN,2021-01-09 22:02:22,28.1667,94.7667,51.91,69,18,1.52
283,Severo-Kurilsk,RU,2021-01-09 22:02:22,50.6789,156.125,20.26,86,90,10.69
284,Petropavlivka,UA,2021-01-09 22:02:22,48.4564,36.4367,32.43,89,97,10.0
285,Bukachacha,RU,2021-01-09 22:02:22,52.9833,116.9167,-8.99,83,66,3.2
286,Samarai,PG,2021-01-09 22:02:22,-10.6167,150.6667,84.0,77,100,9.48
287,Monrovia,LR,2021-01-09 22:02:23,6.3005,-10.7969,80.6,83,40,7.72
288,Kota,IN,2021-01-09 22:02:23,25.1833,75.8333,62.82,76,0,5.59
289,Ponta Do Sol,PT,2021-01-09 22:02:23,32.6667,-17.1,52.0,72,48,1.99
290,Bossangoa,CF,2021-01-09 22:02:23,6.4926,17.4552,72.1,22,93,3.22
291,Bandarbeyla,SO,2021-01-09 21:58:19,9.4942,50.8122,72.79,73,8,23.02
292,Vardo,NO,2021-01-09 22:02:23,70.3705,31.1107,21.13,94,100,14.94
293,Tual,ID,2021-01-09 22:02:23,-5.6667,132.75,82.13,80,99,13.33
294,Kabarnet,KE,2021-01-09 22:02:23,0.4919,35.743,60.24,64,79,0.69
295,San Cristobal,VE,2021-01-09 21:58:38,7.7669,-72.225,84.2,58,40,4.61
296,Andenes,NO,2021-01-09 22:01:25,69.3143,16.1194,30.2,64,89,29.93
297,Hasaki,JP,2021-01-09 21:58:23,35.7333,140.8333,23.0,74,20,4.61
298,Riyadh,SA,2021-01-09 21:59:45,24.6877,46.7219,51.8,87,0,5.75
299,Rincon,US,2021-01-09 22:02:23,32.296,-81.2354,46.4,66,90,11.5
300,Ostrovnoy,RU,2021-01-09 21:58:19,68.0531,39.5131,8.11,92,97,10.16
301,Islamkot,PK,2021-01-09 22:02:23,24.6997,70.177,59.5,34,0,14.63
302,Nantucket,US,2021-01-09 22:02:23,41.2835,-70.0995,33.8,80,90,20.71
303,Bredasdorp,ZA,2021-01-09 22:02:23,-34.5322,20.0403,68.0,68,45,5.75
304,Marzuq,YE,2021-01-09 22:02:24,14.4,46.4667,53.98,41,0,3.71
305,Tura,IN,2021-01-09 22:02:24,25.5198,90.2201,60.35,53,82,1.99
306,Kisangani,CD,2021-01-09 22:02:24,0.5167,25.2,71.62,89,100,2.42
307,Port Blair,IN,2021-01-09 22:02:24,11.6667,92.75,79.56,81,15,10.92
308,Karratha,AU,2021-01-09 22:02:24,-20.7377,116.8463,89.6,41,28,9.46
309,Kalmunai,LK,2021-01-09 22:02:24,7.4167,81.8167,73.89,93,100,8.5
310,Bose,IT,2021-01-09 22:02:24,45.4612,8.0137,33.01,67,100,3.47
311,Nassau,US,2021-01-09 22:02:24,40.7507,-73.5829,35.01,47,90,12.66
312,Inhapim,BR,2021-01-09 22:02:24,-19.5492,-42.12,73.92,91,100,4.72
313,Auki,SB,2021-01-09 22:02:24,-8.7676,160.7034,84.43,69,95,2.51
314,Tazovskiy,RU,2021-01-09 22:02:24,67.4667,78.7,-22.07,87,21,9.93
315,Vytegra,RU,2021-01-09 22:02:24,61.0064,36.4481,-8.32,91,61,4.9
316,Seymchan,RU,2021-01-09 22:02:24,62.8833,152.4333,-30.41,83,79,1.21
317,Coronado,US,2021-01-09 22:02:24,32.6859,-117.1831,70.0,59,20,8.05
318,Darhan,MN,2021-01-09 22:02:25,49.4867,105.9228,-7.42,84,83,2.95
319,Vila Velha,BR,2021-01-09 22:01:58,-20.3297,-40.2925,80.6,78,40,16.11
320,Katsuura,JP,2021-01-09 21:58:35,35.1333,140.3,33.8,64,20,11.5
321,Cubuk,TR,2021-01-09 22:02:25,40.2386,33.0322,50.0,93,75,2.3
322,Saskylakh,RU,2021-01-09 22:02:25,71.9167,114.0833,-25.92,85,100,8.23
323,Leeton,AU,2021-01-09 22:02:25,-34.5667,146.4,78.01,46,0,10.36
324,Cururupu,BR,2021-01-09 21:58:01,-1.8283,-44.8683,78.8,79,93,4.88
325,Aksu,CN,2021-01-09 22:02:25,41.1231,80.2644,10.33,82,0,4.38
326,La Rioja,ES,2021-01-09 21:58:05,42.25,-2.5,33.01,100,75,5.75
327,Khorixas,NA,2021-01-09 22:02:25,-20.3667,14.9667,65.14,69,99,8.86
328,Ampanihy,MG,2021-01-09 22:02:25,-24.7,44.75,76.86,76,0,3.04
329,Tibiri,NE,2021-01-09 22:01:02,13.5627,7.0485,74.75,19,5,10.31
330,Teterow,DE,2021-01-09 22:02:25,53.7833,12.5667,36.0,100,75,3.44
331,Arkhangelsk,RU,2021-01-09 22:02:25,64.5401,40.5433,-4.0,84,75,2.24
332,Rust,DE,2021-01-09 22:02:25,48.2667,7.7333,32.0,80,90,10.36
333,Saldanha,ZA,2021-01-09 21:58:22,-33.0117,17.9442,64.4,82,0,6.91
334,Victoria,HK,2021-01-09 22:00:05,22.2855,114.1577,53.01,40,100,1.01
335,Necochea,AR,2021-01-09 22:02:18,-38.5473,-58.7368,81.0,48,0,10.36
336,Ushtobe,KZ,2021-01-09 22:02:25,45.2514,77.9838,5.47,78,0,4.36
337,Ripiceni,RO,2021-01-09 22:02:25,47.95,27.1333,30.2,64,0,10.36
338,Sitka,US,2021-01-09 22:02:26,57.0531,-135.33,44.6,57,90,20.71
339,Kavieng,PG,2021-01-09 22:02:26,-2.5744,150.7967,83.5,73,99,9.71
340,Qianan,CN,2021-01-09 22:02:26,44.9932,124.0581,-7.82,80,40,3.4
341,Te Anau,NZ,2021-01-09 22:02:26,-45.4167,167.7167,53.1,82,100,5.73
342,Abbeville,FR,2021-01-09 22:00:04,50.1,1.8333,30.0,66,0,3.06
343,Lorengau,PG,2021-01-09 22:02:26,-2.0226,147.2712,82.98,67,100,3.31
344,Lompoc,US,2021-01-09 21:57:29,34.6391,-120.4579,69.8,26,1,10.36
345,Kaili,ID,2021-01-09 22:02:26,-3.4626,120.2147,68.5,91,99,2.33
346,Tautira,PF,2021-01-09 22:01:43,-17.7333,-149.15,82.4,65,75,9.22
347,Contamana,PE,2021-01-09 22:02:26,-7.3333,-75.0167,85.8,60,89,5.48
348,Skegness,GB,2021-01-09 22:02:26,53.1436,0.3363,36.0,93,40,6.91
349,Beringovskiy,RU,2021-01-09 22:02:26,63.05,179.3167,-15.27,88,100,11.32
350,Lata,PT,2021-01-09 22:02:26,40.1629,-8.3327,44.01,66,95,5.99
351,Bougouni,ML,2021-01-09 22:02:26,11.417,-7.479,80.6,16,0,1.9
352,Northam,GB,2021-01-09 22:02:26,51.0333,-4.2167,35.01,89,0,2.04
353,Puerto Escondido,MX,2021-01-09 22:02:26,15.85,-97.0667,80.2,71,7,4.41
354,Qaqortoq,GL,2021-01-09 22:02:26,60.7167,-46.0333,42.8,39,75,24.16
355,Pudozh,RU,2021-01-09 22:02:26,61.8099,36.5345,-12.86,89,0,4.99
356,Goderich,CA,2021-01-09 22:01:25,43.7501,-81.7165,32.0,74,99,3.44
357,Kaka,TM,2021-01-09 22:02:27,37.3482,59.6143,38.62,62,0,4.52
358,Vestmannaeyjar,IS,2021-01-09 21:58:18,63.4427,-20.2734,26.49,88,72,4.12
359,Denpasar,ID,2021-01-09 21:58:55,-8.65,115.2167,78.8,94,40,1.14
360,Amuntai,ID,2021-01-09 22:00:04,-2.4177,115.2494,73.92,97,95,0.63
361,Nicoya,CR,2021-01-09 22:02:27,10.1483,-85.452,87.8,48,20,17.27
362,Sorland,NO,2021-01-09 22:02:27,67.667,12.6934,34.84,86,100,25.3
363,Ukiah,US,2021-01-09 22:02:03,39.1502,-123.2078,57.2,41,1,3.44
364,Ilhabela,BR,2021-01-09 22:02:27,-23.7781,-45.3581,78.21,86,71,4.38
365,Sao Joao Da Barra,BR,2021-01-09 21:58:17,-21.6403,-41.0511,80.6,78,0,16.11
366,Juazeiro,BR,2021-01-09 22:02:27,-9.4117,-40.4986,91.4,38,0,5.75
367,Mahebourg,MU,2021-01-09 22:02:27,-20.4081,57.7,78.8,89,75,6.91
368,Mahbubabad,IN,2021-01-09 22:02:23,17.6167,80.0167,64.27,91,92,3.02
369,Aykhal,RU,2021-01-09 22:02:27,66.0,111.5,-29.61,82,92,7.16
370,Mandera,KE,2021-01-09 22:02:27,3.9366,41.867,79.79,29,0,9.4
371,Thongwa,MM,2021-01-09 22:02:27,16.7619,96.5278,75.2,94,40,3.44
372,Sal Rei,CV,2021-01-09 22:02:27,16.1833,-22.9167,71.6,60,75,21.85
373,Arlit,NE,2021-01-09 22:02:27,18.7369,7.3853,73.83,19,0,7.72
374,Jutai,BR,2021-01-09 22:02:27,-5.1833,-68.9,81.84,81,45,1.21
375,Waipawa,NZ,2021-01-09 22:02:27,-41.4122,175.5153,70.0,72,75,18.41
376,Souillac,MU,2021-01-09 22:02:27,-20.5167,57.5167,78.8,89,75,6.91
377,Leningradskiy,RU,2021-01-09 22:02:27,69.3833,178.4167,-21.35,84,43,4.99
378,Thabazimbi,ZA,2021-01-09 22:02:27,-24.5917,27.4116,77.52,45,18,4.97
379,Birobidzhan,RU,2021-01-09 22:02:27,48.8,132.95,-14.6,78,7,1.59
380,Konosha,RU,2021-01-09 22:02:28,60.9736,40.257,-8.25,92,65,4.34
381,Iracoubo,GF,2021-01-09 22:02:28,5.4802,-53.2011,77.79,87,98,14.76
382,Porbandar,IN,2021-01-09 22:02:28,21.6422,69.6093,65.66,61,1,13.13
383,Talnakh,RU,2021-01-09 22:02:28,69.4865,88.3972,-25.6,82,5,1.12
384,Nemuro,JP,2021-01-09 22:02:28,43.3236,145.575,17.83,88,0,11.65
385,De Aar,ZA,2021-01-09 22:02:28,-30.6497,24.0123,77.54,36,63,7.87
386,Lufilufi,WS,2021-01-09 22:02:28,-13.8745,-171.5986,89.6,58,20,14.97
387,Westerland,DE,2021-01-09 22:02:28,54.9079,8.3033,33.8,93,75,8.05
388,Pemangkat,ID,2021-01-09 22:02:28,1.1667,108.9667,77.02,90,100,8.63
389,Vao,NC,2021-01-09 22:02:28,-22.6667,167.4833,78.19,89,100,17.76
390,Morondava,MG,2021-01-09 22:02:28,-20.2833,44.2833,79.48,83,43,8.75
391,Greenville,US,2021-01-09 22:00:09,35.6127,-77.3663,46.4,39,1,6.91
392,Bulanash,RU,2021-01-09 22:02:28,57.2783,61.9965,-5.84,91,89,5.86
393,Henties Bay,NA,2021-01-09 22:02:28,-22.116,14.2845,68.0,83,91,4.05
394,Labuan,MY,2021-01-09 22:02:28,5.2767,115.2417,75.2,94,20,14.29
395,Shingu,JP,2021-01-09 22:02:29,33.7333,135.9833,30.42,92,6,8.88
396,Viedma,AR,2021-01-09 22:02:29,-40.8135,-62.9967,89.01,12,0,10.0
397,La Ronge,CA,2021-01-09 22:02:29,55.1001,-105.2842,28.4,69,0,5.75
398,Itarema,BR,2021-01-09 22:02:29,-2.9248,-39.9167,79.93,77,48,13.98
399,Biltine,TD,2021-01-09 22:02:29,14.5333,20.9167,71.04,22,0,13.62
400,Jitra,MY,2021-01-09 22:02:29,6.2681,100.4217,75.2,88,20,6.22
401,Tecoanapa,MX,2021-01-09 22:02:29,16.5167,-98.75,82.47,65,0,11.16
402,Gawler,AU,2021-01-09 22:02:29,-34.6,138.7333,88.0,22,0,5.01
403,Vila Real De Santo Antonio,PT,2021-01-09 22:02:29,37.195,-7.4177,39.99,69,68,10.0
404,Palu,ID,2021-01-09 22:01:16,-0.8917,119.8707,76.62,79,49,3.15
405,Luderitz,NA,2021-01-09 22:02:29,-26.6481,15.1594,70.66,52,4,26.24
406,Hualmay,PE,2021-01-09 22:02:29,-11.0964,-77.6139,74.14,72,42,11.7
407,Merritt Island,US,2021-01-09 22:00:01,28.5392,-80.672,57.2,54,20,9.22
408,Gamba,GA,2021-01-09 22:02:29,-2.65,10.0,77.77,90,48,4.99
409,Poum,NC,2021-01-09 22:02:29,-20.2333,164.0167,82.94,79,100,11.97
410,Verkhnyaya Inta,RU,2021-01-09 22:02:29,65.9811,60.3094,-2.02,89,0,6.6
411,Saint-Joseph,RE,2021-01-09 22:02:29,-21.3667,55.6167,75.2,83,20,4.61
412,Margate,GB,2021-01-09 21:58:29,51.3813,1.3862,36.0,98,0,8.14
413,Gombong,ID,2021-01-09 22:02:30,-7.6072,109.5142,55.99,86,99,2.35
414,Ust-Kulom,RU,2021-01-09 22:02:30,61.6864,53.6902,-2.15,92,75,4.79
415,Maiduguri,NG,2021-01-09 22:02:30,11.8464,13.1603,73.08,25,72,10.47
416,Keuruu,FI,2021-01-09 22:02:30,62.2667,24.7,8.6,92,20,3.44
417,Coquimbo,CL,2021-01-09 22:02:30,-29.9533,-71.3436,64.4,68,20,13.8
418,Floro,NO,2021-01-09 22:02:30,61.5996,5.0328,37.4,60,90,17.27
419,Hovd,MN,2021-01-09 22:02:30,48.0056,91.6419,-5.06,81,10,1.57
420,Xining,CN,2021-01-09 22:02:30,36.6167,101.7667,6.62,75,99,2.19
421,Srednekolymsk,RU,2021-01-09 22:02:30,67.45,153.6833,-29.18,84,79,5.12
422,Turinsk,RU,2021-01-09 22:02:30,58.0458,63.696,-8.09,91,93,5.97
423,Roma,US,2021-01-09 21:57:32,43.2128,-75.4557,28.4,59,1,3.44
424,Uppsala,SE,2021-01-09 22:02:30,60.0,17.75,28.99,93,90,8.05
425,Ponta Delgada,PT,2021-01-09 22:02:30,37.7333,-25.6667,51.8,62,75,6.91
426,Bom Jesus Dos Perdoes,BR,2021-01-09 22:02:30,-23.135,-46.4653,73.4,83,90,4.61
427,Ourossogui,SN,2021-01-09 22:02:30,15.6064,-13.3211,82.4,36,0,9.22
428,Kathmandu,NP,2021-01-09 22:02:30,27.7167,85.3167,44.6,81,20,2.3
429,San Jeronimo,PE,2021-01-09 22:02:30,-11.9472,-75.2829,58.39,55,96,4.05
430,Surgana,IN,2021-01-09 22:02:31,20.5667,73.6167,70.54,76,18,3.31
431,Punta Alta,AR,2021-01-09 22:02:31,-38.8759,-62.0736,87.13,19,13,10.02
432,Berdigestyakh,RU,2021-01-09 22:02:31,62.0989,126.6992,-33.02,83,100,3.42
433,Leh,IN,2021-01-09 22:02:31,34.1667,77.5833,0.37,61,0,0.81
434,Chase,CA,2021-01-09 22:02:31,50.8165,-119.6857,39.2,65,99,3.44
435,Varkkallai,IN,2021-01-09 22:02:31,8.7341,76.7067,80.6,94,75,3.8
436,Tilichiki,RU,2021-01-09 21:58:18,60.4667,166.1,-15.34,86,29,11.56
437,Hisua,IN,2021-01-09 22:02:31,24.8333,85.4167,60.8,82,40,5.57
438,Rabo De Peixe,PT,2021-01-09 22:02:31,37.8,-25.5833,51.8,62,75,6.91
439,Atbasar,KZ,2021-01-09 21:58:37,51.8,68.3333,9.34,93,100,15.88
440,San Juan,AR,2021-01-09 21:57:44,-31.5375,-68.5364,89.19,24,0,5.7
441,Lucapa,AO,2021-01-09 22:02:31,-8.4192,20.7447,64.71,98,65,3.44
442,Novyy Urengoy,RU,2021-01-09 22:02:31,66.0833,76.6333,-10.3,90,98,11.1
443,Half Moon Bay,US,2021-01-09 22:02:31,37.4636,-122.4286,61.0,67,1,18.41
444,Cocorit,MX,2021-01-09 22:02:32,27.5833,-109.9667,77.0,15,1,2.3
445,College,US,2021-01-09 22:02:32,64.8569,-147.8028,8.6,78,90,4.14
446,Gunjur,GM,2021-01-09 22:02:32,13.2019,-16.7339,73.4,68,0,9.22
447,Bam,IR,2021-01-09 22:01:09,29.106,58.357,40.06,42,1,4.47
448,Shaturtorf,RU,2021-01-09 22:02:32,55.5672,39.4169,17.78,97,100,7.43
449,Marataizes,BR,2021-01-09 22:02:32,-21.0433,-40.8244,77.61,86,18,18.9
450,Dawlatabad,AF,2021-01-09 22:02:32,36.4141,64.9053,26.62,77,0,0.92
451,Marsassoum,SN,2021-01-09 22:02:32,12.8275,-15.9806,78.8,73,0,4.61
452,Ketchikan,US,2021-01-09 22:02:32,55.3422,-131.6461,41.0,81,90,19.57
453,Kendari,ID,2021-01-09 22:02:32,-3.945,122.4989,76.24,92,76,2.51
454,Pangnirtung,CA,2021-01-09 22:02:32,66.1451,-65.7125,7.32,75,100,0.67
455,Macherla,IN,2021-01-09 22:02:32,16.4833,79.4333,68.32,92,91,3.24
456,Sept-Iles,CA,2021-01-09 22:01:03,50.2001,-66.3821,30.2,51,18,9.22
457,Brigantine,US,2021-01-09 22:02:33,39.4101,-74.3646,39.2,45,75,11.5
458,Abyek,IR,2021-01-09 22:02:33,36.0667,50.55,30.2,59,0,2.3
459,Kokopo,PG,2021-01-09 22:00:09,-4.352,152.2633,81.39,74,98,2.86
460,Storforshei,NO,2021-01-09 22:02:33,66.4043,14.5233,9.55,86,97,8.55
461,Pochutla,MX,2021-01-09 22:02:33,15.7432,-96.4661,82.4,61,20,8.05
462,Pimentel,PE,2021-01-09 22:02:33,-6.8367,-79.9342,75.2,69,75,24.16
463,Yabrud,SY,2021-01-09 22:02:33,33.9674,36.6574,46.99,54,80,4.0
464,Bilaspur,IN,2021-01-09 22:02:33,22.0833,82.15,70.75,50,57,1.68
465,Tucumcari,US,2021-01-09 22:02:33,35.1717,-103.725,37.4,65,90,9.22
466,Marang,MY,2021-01-09 22:02:33,5.2056,103.2059,78.8,83,20,8.05
467,Chernyshevskiy,RU,2021-01-09 22:02:33,63.0128,112.4714,-29.67,85,26,3.22
468,Almaznyy,RU,2021-01-09 22:02:33,48.0448,40.045,32.0,93,40,4.47
469,Skwierzyna,PL,2021-01-09 21:58:54,52.5991,15.5065,37.0,85,99,1.99
470,Ewa Beach,US,2021-01-09 22:02:33,21.3156,-158.0072,80.6,57,1,6.91
471,Kahului,US,2021-01-09 21:59:58,20.8947,-156.47,80.6,61,40,10.36
472,Calbuco,CL,2021-01-09 22:02:33,-41.768,-73.1273,57.2,77,90,13.8
473,Merrill,US,2021-01-09 22:02:33,45.1805,-89.6835,21.2,100,90,2.82
474,Pedernales,DO,2021-01-09 22:02:33,18.0384,-71.744,79.34,70,100,4.29
475,Kunyang,CN,2021-01-09 22:02:33,27.6658,120.5658,31.32,79,0,4.14
476,Ullapool,GB,2021-01-09 22:02:34,57.8987,-5.1604,36.0,65,96,1.99
477,Milazzo,IT,2021-01-09 22:02:34,38.2212,15.2383,60.01,94,20,9.22
478,Ilulissat,GL,2021-01-09 22:02:34,69.2167,-51.1,21.2,45,75,16.11
479,Aswan,EG,2021-01-09 22:02:34,24.0934,32.907,62.83,29,0,7.78
480,Kirkuk,IQ,2021-01-09 22:02:34,35.4681,44.3922,49.89,46,99,2.59
481,Bubaque,GW,2021-01-09 22:02:34,11.2833,-15.8333,80.62,74,0,13.0
482,Nosy Varika,MG,2021-01-09 22:02:34,-20.5833,48.5333,75.04,82,89,2.86
483,Tukrah,LY,2021-01-09 22:02:34,32.5341,20.5791,68.56,42,0,8.93
484,Davila,PH,2021-01-09 22:02:34,18.4726,120.5763,69.8,73,20,11.5
485,Kieta,PG,2021-01-09 22:02:34,-6.2167,155.6333,84.72,66,58,1.59
486,Lianran,CN,2021-01-09 22:02:34,24.9227,102.485,32.0,100,90,11.18
487,North Vanlaiphai,IN,2021-01-09 22:02:34,23.1333,93.0667,46.27,69,19,2.39
488,Sisimiut,GL,2021-01-09 22:02:34,66.9395,-53.6735,21.49,87,100,9.08
489,Lavrentiya,RU,2021-01-09 22:02:34,65.5833,-171.0,-13.05,85,0,3.94
490,Kargasok,RU,2021-01-09 22:02:34,59.0556,80.8572,-4.41,92,87,4.09
491,Tiarei,PF,2021-01-09 22:02:34,-17.5333,-149.3333,82.4,65,75,9.22
492,Luganville,VU,2021-01-09 22:02:34,-15.5333,167.1667,85.41,69,100,1.61
493,Robertsport,LR,2021-01-09 22:02:34,6.7533,-11.3686,81.1,80,13,11.16
494,Puerto Ayacucho,VE,2021-01-09 22:02:34,5.6639,-67.6236,81.28,75,83,1.3
495,Kadoma,JP,2021-01-09 22:02:35,34.7333,135.5833,28.99,68,20,2.3
496,Sao Paulo De Olivenca,BR,2021-01-09 22:02:35,-3.3783,-68.8725,83.97,65,64,2.06
497,Sri Aman,MY,2021-01-09 22:02:35,1.2376,111.4621,75.2,100,99,0.34
498,Sterling,US,2021-01-09 22:02:35,39.0062,-77.4286,42.8,49,1,11.5
499,Tyssedal,NO,2021-01-09 22:02:35,60.1165,6.562,34.0,91,100,5.01
500,Mporokoso,ZM,2021-01-09 22:02:35,-9.3727,30.125,60.4,94,100,2.64
501,Sinnamary,GF,2021-01-09 22:02:35,5.3833,-52.95,77.97,86,98,14.74
502,Lodwar,KE,2021-01-09 22:02:35,3.1191,35.5973,83.98,30,66,8.97
503,Roald,NO,2021-01-09 22:02:35,62.5833,6.1333,35.6,69,20,23.02
504,Coxim,BR,2021-01-09 22:02:35,-18.5067,-54.76,77.85,74,96,7.47
505,Bowen,AU,2021-01-09 22:02:35,-20.0167,148.2333,73.4,94,90,6.91
506,Ust-Barguzin,RU,2021-01-09 22:02:35,53.45,108.9833,9.5,91,100,2.06
507,Dubbo,AU,2021-01-09 22:02:35,-32.25,148.6167,68.0,73,0,12.66
508,Cocobeach,GA,2021-01-09 22:02:35,1.0002,9.5823,82.4,83,20,9.22
509,Shuangyang,CN,2021-01-09 22:02:35,43.5242,125.6736,-4.0,65,0,4.47
510,Nome,US,2021-01-09 22:02:35,64.5011,-165.4064,-2.2,71,75,6.91
511,Kuito,AO,2021-01-09 22:02:35,-12.3833,16.9333,55.87,88,75,4.32
512,Bay Roberts,CA,2021-01-09 22:02:35,47.5999,-53.2648,34.0,25,97,17.58
513,Beidao,CN,2021-01-09 22:02:36,34.5686,105.8933,19.99,60,91,1.95
514,Lanzhou,CN,2021-01-09 22:02:36,36.0564,103.7922,18.0,34,99,1.97
515,Zhezkazgan,KZ,2021-01-09 22:02:36,47.8043,67.7144,-3.98,88,96,7.34
516,Kutum,SD,2021-01-09 22:02:36,14.2,24.6667,58.23,33,0,10.16
517,Vila Franca Do Campo,PT,2021-01-09 22:02:36,37.7167,-25.4333,51.8,62,75,6.91
518,Puerto Baquerizo Moreno,EC,2021-01-09 22:02:27,-0.9,-89.6,75.2,94,90,11.5
519,Hurricane,US,2021-01-09 22:02:36,37.1753,-113.2899,54.0,28,1,14.97
520,Bom Jesus Da Lapa,BR,2021-01-09 22:02:36,-13.255,-43.4181,85.6,41,98,2.73
521,Lakatoro,VU,2021-01-09 22:02:36,-16.0999,167.4164,84.96,68,77,0.69
522,Severnyy,RU,2021-01-09 22:02:36,50.677,36.5532,32.0,93,75,8.95
523,Cayenne,GF,2021-01-09 22:00:07,4.9333,-52.3333,80.6,89,75,5.75
524,Ust-Maya,RU,2021-01-09 22:02:36,60.4167,134.5333,-32.89,83,100,1.32
525,Bako,ET,2021-01-09 21:58:12,5.7833,36.5667,67.46,54,1,3.49
526,Constitucion,CL,2021-01-09 22:02:36,-35.3333,-72.4167,59.83,64,22,16.04
527,Colares,PT,2021-01-09 22:02:36,38.7992,-9.4469,45.0,61,0,6.91
528,Caala,AO,2021-01-09 22:02:36,-12.8525,15.5606,55.72,79,100,2.08
529,Qena,EG,2021-01-09 22:02:36,26.1615,32.7183,60.8,59,0,3.44
530,Fort Nelson,CA,2021-01-09 22:02:37,58.8053,-122.7002,10.4,85,75,4.61
531,Port Said,EG,2021-01-09 22:02:37,31.2565,32.2841,66.2,82,0,10.36
532,Igdir,TR,2021-01-09 22:02:37,39.9237,44.045,19.4,86,75,1.14
533,Dhidhdhoo,MV,2021-01-09 22:02:37,6.8833,73.1,81.93,76,82,10.22
534,Sanary-Sur-Mer,FR,2021-01-09 22:02:37,43.1178,5.8001,46.99,64,100,5.01
535,Waw,SS,2021-01-09 22:02:37,7.7029,27.9953,73.87,29,79,5.1
536,Atambua,ID,2021-01-09 22:02:37,-9.1061,124.8925,75.6,88,100,1.3
537,Gari,RU,2021-01-09 22:02:37,59.4307,62.3497,-13.58,90,86,5.12
538,Jimenez,MX,2021-01-09 22:02:37,28.3333,-105.4,71.6,10,1,18.41
539,Doha,QA,2021-01-09 22:00:32,25.2867,51.5333,64.4,59,0,4.61
540,Taksimo,RU,2021-01-09 22:02:37,56.3444,114.8794,-6.45,82,96,2.59
541,Qui Nhon,VN,2021-01-09 22:02:37,13.7667,109.2333,71.11,84,98,18.5
542,Ayacucho,PE,2021-01-09 22:02:37,-13.1583,-74.2239,68.0,49,75,10.36
543,Dingle,PH,2021-01-09 22:02:37,10.9995,122.6711,74.62,92,100,12.5
544,Avon Lake,US,2021-01-09 22:02:37,41.5053,-82.0282,34.0,69,75,9.22
545,Vila Do Maio,CV,2021-01-09 22:02:37,15.1333,-23.2167,71.6,68,40,25.32
546,Bathsheba,BB,2021-01-09 22:02:37,13.2167,-59.5167,80.6,74,40,20.71
547,Mandleshwar,IN,2021-01-09 22:02:37,22.1833,75.6667,68.22,69,36,1.43
548,Aljezur,PT,2021-01-09 22:02:37,37.3191,-8.8033,39.0,58,74,1.01
549,Lubango,AO,2021-01-09 22:02:37,-14.9172,13.4925,57.79,89,93,1.61
550,Kilindoni,TZ,2021-01-09 22:02:38,-7.9139,39.6668,81.75,79,100,18.39
551,Quatre Cocos,MU,2021-01-09 22:02:38,-20.2078,57.7625,78.8,89,75,6.91
552,Wladyslawowo,PL,2021-01-09 22:02:38,54.7909,18.4009,32.0,100,75,5.75
553,Arman,RU,2021-01-09 22:02:38,59.7,150.1667,-0.85,91,100,9.84
554,Arcata,US,2021-01-09 22:02:38,40.8665,-124.0828,60.01,54,1,8.05
